userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
107,2018-10-06,IL,F,239.26393819999998,239.26393819999998,239.26393819999998,239.26393819999998,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
108,2018-11-22,DC-VA-MD-WV,F,242.00683112449798,242.00683112449798,242.00683112449798,243.9017456715387,1.0,1.0,1.0,0.5,6.0,6.0,6.0,3.0,-2.0,-2.0,-2.0,-2.0,1,0,0,0,0
114,2018-11-09,NV,M,273.1817075460122,299.3216105911879,285.20659772878287,279.02342359877207,0.0,0.0,0.0,0.16666666666666666,9.0,4.5,1.8,2.3333333333333335,-1.0,-0.5,-0.2,-0.5,1,0,0,0,0
140,2018-10-02,KY-IN,F,251.9365728571429,236.775235730897,236.775235730897,236.775235730897,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,-1.0,-0.5,-0.5,-0.5,1,0,0,0,0
140,2018-11-20,KY-IN,F,258.3918020661157,254.7576462638271,250.85738269963053,250.06574567042767,0.0,0.0,0.8333333333333334,0.9166666666666666,0.0,1.5,3.3333333333333335,3.5833333333333335,-3.0,-2.0,-1.6666666666666667,-1.75,1,0,0,0,0
150,2018-11-30,AZ,M,197.433015,183.62077,183.62077,183.62077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
300017,2018-10-04,MI,F,244.17265086092706,241.84370252735766,244.8257475436664,244.8257475436664,0.0,2.0,1.5,1.5,12.0,11.0,9.25,9.25,-2.0,-1.3333333333333333,-1.25,-1.25,1,0,0,0,0
300021,2018-10-02,NC,F,241.13824787878792,241.13824787878792,241.13824787878792,241.13824787878792,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
300022,2018-10-14,KY,M,248.85963938596495,248.85963938596495,253.0765969393593,253.0765969393593,0.0,0.0,0.5,0.5,6.0,6.0,6.5,6.5,-1.0,-1.0,-2.0,-2.0,1,0,0,0,0
4,2018-11-09,MD,M,255.09445393728217,243.68218380197442,249.34985275406143,253.27817980664366,1.0,1.0,1.25,1.2857142857142858,18.0,9.5,6.5,5.285714285714286,-3.0,-3.0,-2.0,-1.7142857142857142,1,0,0,0,0
45,2018-11-27,GA,F,243.29990049999995,247.8009283145161,253.95064002641888,249.68589008112875,1.0,1.0,0.8,1.7142857142857142,7.0,4.0,4.6,4.0,0.0,0.0,-1.2,-1.2857142857142858,1,0,0,0,0
92,2018-11-22,MA-NH,F,263.1257494285714,244.59168940852123,252.16484494252805,250.33539920737516,0.0,0.3333333333333333,1.8571428571428572,1.6428571428571428,0.0,1.6666666666666667,3.857142857142857,3.642857142857143,-1.0,-1.3333333333333333,-1.2857142857142858,-1.5714285714285714,1,0,0,0,0
