userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
117,2018-11-25,NY,F,278.95537444444443,278.95537444444443,278.95537444444443,273.4413090079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
136,2018-11-21,NC-SC,F,270.2645216216216,260.02234362249123,260.02234362249123,206.1410577261263,0.0,0.3333333333333333,0.3333333333333333,0.4,3.0,5.333333333333333,5.333333333333333,4.0,-3.0,-2.0,-2.0,-1.6,1,0,0,0,0
139,2018-11-13,CA,M,236.62493877192986,236.62493877192986,236.62493877192986,246.89119849122804,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,1,0,0,0,0
2,2018-11-21,NC,F,247.74224050000012,247.74224050000012,247.74224050000012,249.8553821044625,3.0,3.0,3.0,1.6666666666666667,3.0,3.0,3.0,1.6666666666666667,-2.0,-2.0,-2.0,-1.6666666666666667,1,0,0,0,0
200003,2018-11-02,IL-IN-WI,F,234.84619592233017,234.84619592233017,234.84619592233017,250.295329865927,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,-3.0,-3.0,-3.0,-2.5,1,0,0,1,0
200008,2018-10-08,NC-SC,F,221.42899730769233,221.42899730769233,257.59644976495724,257.59644976495724,5.0,5.0,2.5,2.5,-3.0,-3.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.5,1,0,0,0,0
300017,2018-11-17,MI,F,211.75272764705883,235.15204345039513,196.34951382604547,228.10638586586438,0.0,0.0,0.0,0.45454545454545453,1.0,5.0,4.6,6.090909090909091,0.0,-1.0,-0.4,-0.36363636363636365,1,0,0,0,0
300021,2018-11-02,NC,F,248.76859499999998,251.31763278942955,249.85258429030324,246.30686095868876,1.0,0.6666666666666666,0.8,0.4444444444444444,10.0,8.666666666666666,11.6,8.333333333333334,0.0,0.0,-1.0,-1.0,1,0,0,0,0
38,2018-10-02,PA,M,254.32045388888886,244.92653194444443,244.92653194444443,244.92653194444443,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
39,2018-11-07,CA,F,239.14757686747,258.0586169289614,253.25327523415072,251.0558250865952,0.0,0.6666666666666666,0.8571428571428571,1.3571428571428572,6.0,2.0,4.428571428571429,5.928571428571429,-1.0,-1.6666666666666667,-1.1428571428571428,-2.2142857142857144,1,0,0,0,0
56,2018-11-30,LA,M,256.27370277227726,247.63778677075402,242.64844850474043,239.14303091490348,0.0,1.0,1.75,1.6,5.0,2.5,2.25,1.8,-2.0,-1.5,-1.25,-1.2,1,0,0,0,0
61,2018-11-02,CA,M,242.6533504545455,242.6533504545455,235.8985909848485,235.8985909848485,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,1,0,0,0,0
65,2018-10-17,NH,M,292.92826322580646,292.92826322580646,292.92826322580646,256.9186998002696,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,-0.3333333333333333,1,0,0,0,0
69,2018-10-30,WI,F,254.42566891304338,254.42566891304338,251.95510835715564,258.58347733929526,1.0,1.0,1.0,0.75,2.0,2.0,6.666666666666667,5.5,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
