userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
102,2018-11-28,NY-NJ-PA,M,241.10158625000003,241.10158625000003,241.10158625000003,241.10158625000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
115,2018-11-02,CA,F,262.1949475155278,254.57654897515522,249.2869235591944,249.35235785756632,2.0,1.5,1.0,0.6,9.0,5.5,4.333333333333333,3.2,0.0,-0.5,-0.6666666666666666,-1.0,1,0,0,0,0
131,2018-10-27,TN-VA,M,228.89646120000006,241.637284539394,249.37367857589217,251.28932520786938,0.0,0.5,0.75,0.6,1.0,1.5,2.25,2.2,-1.0,-2.0,-1.5,-1.2,1,0,0,0,0
135,2018-10-04,NV,F,266.07410166666665,266.07410166666665,266.07410166666665,266.07410166666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
137,2018-10-01,NY-NJ-PA,M,243.04716500000004,243.04716500000004,243.04716500000004,243.04716500000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
15,2018-10-04,WV,M,251.806387364341,250.10015153931334,251.40786644843115,251.40786644843115,2.0,1.5,2.0,2.0,3.0,3.5,2.0,2.0,-1.0,-1.5,-1.3333333333333333,-1.3333333333333333,1,0,0,0,0
152,2018-11-24,CA,M,250.75522314814813,237.9184143060877,244.492210684409,221.20027971553193,0.0,0.0,0.5,0.3333333333333333,7.0,4.0,3.6666666666666665,2.888888888888889,-2.0,-0.6666666666666666,-0.8333333333333334,-0.6666666666666666,1,0,0,0,0
20,2018-10-20,FL,F,255.67476008902065,254.83977309749085,246.55937621200704,236.18244365476025,3.0,1.3333333333333333,1.0,0.7142857142857143,9.0,6.666666666666667,4.75,3.2857142857142856,-8.0,-3.6666666666666665,-2.75,-1.7142857142857142,1,0,0,0,0
20,2018-11-02,FL,F,243.94604079365087,242.0970030784031,242.0970030784031,244.37678888390772,1.0,0.6666666666666666,0.6666666666666666,1.2857142857142858,8.0,3.3333333333333335,3.3333333333333335,7.142857142857143,-2.0,-1.0,-1.0,-1.8571428571428572,1,0,0,0,0
200003,2018-11-21,IL-IN-WI,F,248.06333525252532,254.99895062626268,254.99895062626268,169.99930041750846,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-0.6666666666666666,-2.0,-1.5,-1.5,-1.0,1,0,0,0,0
200016,2018-10-16,MD,F,235.04934500000002,247.11691134615384,248.75098686965808,248.75098686965808,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0
200020,2018-10-05,FL,M,233.3551145714286,241.8230831347709,243.400908543748,243.400908543748,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,1.6666666666666667,-2.0,-1.5,-2.0,-2.0,1,0,0,0,0
28,2018-10-20,OH,F,246.82664749999998,253.44321559523806,253.44321559523806,244.67910422571427,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.2,-1.0,-0.3333333333333333,-0.3333333333333333,-1.0,1,0,0,0,0
29,2018-10-31,CA,M,241.18517294117655,248.8115429366466,250.6719357342102,248.99389474851827,1.0,2.3333333333333335,1.6,1.5,5.0,8.0,6.0,5.125,-4.0,-3.6666666666666665,-2.4,-1.75,1,0,0,0,0
300015,2018-11-05,TX,M,238.03185199999987,245.54318839130428,248.31129597556932,239.35214639370986,1.0,0.5,0.4,0.6363636363636364,10.0,6.5,2.8,4.7272727272727275,-2.0,-1.0,-0.4,-1.1818181818181819,1,0,0,0,0
300018,2018-11-25,IL-IN-WI,M,251.18639575342485,251.18639575342485,251.33844426015062,252.57050942723882,1.0,1.0,0.3333333333333333,0.2,14.0,14.0,8.0,6.0,-1.0,-1.0,-0.3333333333333333,-0.8,1,0,0,0,0
42,2018-10-30,VA,F,251.02023024096383,244.24338495381528,243.50163473374653,243.57203946830427,0.0,0.5,0.25,0.3,7.0,4.5,3.75,3.2,0.0,-0.5,-0.25,-0.8,1,0,0,0,0
52,2018-10-16,GA,F,239.77275666666668,239.77275666666668,239.1643224957265,242.30558067670762,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.8,-2.0,-2.0,-0.6666666666666666,-0.6,1,0,0,0,0
6,2018-10-06,TX,M,274.00719447368425,172.0425452213868,190.8097551660401,190.8097551660401,2.0,0.6666666666666666,0.5,0.5,9.0,3.0,2.25,2.25,-1.0,-1.0,-0.75,-0.75,1,0,0,0,0
88,2018-11-15,GA-AL,F,201.09886333333336,201.09886333333336,246.79289644927536,251.191391524032,0.0,0.0,0.0,1.5,0.0,0.0,1.0,6.166666666666667,0.0,0.0,-0.5,-1.3333333333333333,1,0,0,0,0
89,2018-11-09,GA,M,232.9508384848485,232.9508384848485,232.9508384848485,242.37482152870862,0.0,0.0,0.0,0.6666666666666666,2.0,2.0,2.0,5.0,0.0,0.0,0.0,-1.0,1,0,0,0,0
98,2018-10-01,TX,M,256.4320184126984,256.4320184126984,256.4320184126984,256.4320184126984,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1,0,0,0,0
