userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
100,2018-11-04,TX,M,235.54186432038824,250.94720966019415,251.4936280905144,249.15495533887375,4.0,2.0,1.0,0.9,10.0,6.0,5.0,4.7,0.0,0.0,-0.2,-0.7,0,0,0,0,0
120,2018-10-11,OK,F,261.1481277647059,247.44160835255158,254.2055973330736,256.55508640889616,1.0,1.0,1.6666666666666667,1.5,6.0,5.5,5.333333333333333,4.5,-1.0,-1.0,-1.3333333333333333,-1.0,1,0,0,0,0
126,2018-10-16,NY-NJ-PA,M,255.50168323529414,248.73999450989274,267.97420254908627,258.3637970386313,0.0,0.0,0.0,0.0,4.0,2.6666666666666665,2.0,1.2857142857142858,-1.0,-0.6666666666666666,-0.75,-0.8571428571428571,1,0,0,0,0
126,2018-11-09,NY-NJ-PA,M,249.74354253086415,249.74354253086415,249.74354253086415,253.5053664008417,1.0,1.0,1.0,2.0,7.0,7.0,7.0,5.333333333333333,-2.0,-2.0,-2.0,-2.6666666666666665,1,0,0,0,0
13,2018-10-23,PA-NJ-DE-MD,F,242.4472195,242.4472195,245.7061336689113,247.2880809192955,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,2.2,0.0,0.0,-0.3333333333333333,-0.4,1,0,0,0,0
153,2018-11-08,NC,M,245.76576642857145,245.76576642857145,245.76576642857145,245.76576642857145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0
200008,2018-10-04,NC-SC,F,293.7639022222222,293.7639022222222,293.7639022222222,293.7639022222222,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0
200011,2018-10-09,MO-IL,M,273.0903454285714,273.0903454285714,273.0903454285714,252.7049458392857,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
300021,2018-11-24,NC,F,202.63138,219.50547884615384,231.59049206068374,247.14204855082775,0.0,0.0,0.2,0.2,0.0,0.5,4.4,5.6,0.0,0.0,-0.8,-1.1,1,0,0,0,0
36,2018-11-08,MN-WI,F,186.346648,186.346648,214.08268417116548,197.95175672447166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1666666666666667,0.0,0.0,-0.6666666666666666,-0.8333333333333334,1,0,0,0,0
39,2018-11-01,CA,F,243.57298904166663,251.54405584847441,249.24597684071676,246.2725837178372,1.0,1.3333333333333333,1.7142857142857142,2.357142857142857,13.0,9.666666666666666,7.571428571428571,8.428571428571429,0.0,-2.0,-2.2857142857142856,-2.857142857142857,1,0,0,0,0
47,2018-11-01,GA-AL,M,245.7856675,245.7856675,245.7856675,230.4166884375,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.5,-2.0,-2.0,-2.0,-2.0,1,0,0,0,0
51,2018-10-17,KY,M,254.46799703703698,254.19962951929014,253.51597464503783,247.28313193598532,2.0,2.0,2.2,1.4545454545454546,5.0,3.3333333333333335,6.2,5.545454545454546,0.0,-0.3333333333333333,-1.2,-1.5454545454545454,0,0,0,0,0
52,2018-10-19,GA,F,241.771519,263.1637229782609,255.36673420772948,248.7640826887403,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.4,-1.0,-1.0,-1.3333333333333333,-0.8,1,0,0,0,0
60,2018-10-31,AZ,M,249.49151470338978,256.9100737647384,256.33424258109875,250.90240952439035,2.0,1.0,0.5,0.625,14.0,8.5,5.0,4.125,-4.0,-3.0,-1.5,-1.25,1,0,0,0,0
79,2018-11-29,PA-NJ-DE-MD,M,264.309098,264.309098,264.309098,264.309098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
89,2018-10-31,GA,M,246.54591371134012,246.54591371134012,252.16501803988058,251.84127496544298,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.6666666666666665,0.0,0.0,-1.0,-1.3333333333333333,1,0,0,0,0
92,2018-10-26,MA-NH,F,248.08646945736427,241.48834194412134,244.85657151174195,230.2602698596916,2.0,0.6666666666666666,2.0,1.2857142857142858,3.0,3.6666666666666665,4.857142857142857,3.9285714285714284,-1.0,-0.3333333333333333,-1.1428571428571428,-0.9285714285714286,1,0,0,0,0
92,2018-11-08,MA-NH,F,240.0291526666667,243.0566197900596,242.40729679066771,247.45489822093532,1.0,0.6666666666666666,1.5,2.3636363636363638,8.0,5.0,5.0,5.7272727272727275,0.0,-1.3333333333333333,-1.3333333333333333,-2.3636363636363638,1,0,0,0,0
