userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
100007,2018-10-05,AR,F,253.81099487804883,253.81099487804883,244.2875446711673,244.2875446711673,0.0,0.0,1.5,1.5,0.0,0.0,0.5,0.5,0.0,0.0,-1.0,-1.0,1,0,0,0,0
124,2018-11-10,NJ,F,263.45153500000004,252.9885852642669,246.39365011922263,245.42810117400592,1.0,1.0,0.6,1.0,1.0,4.666666666666667,3.8,4.222222222222222,-1.0,-1.6666666666666667,-1.0,-1.4444444444444444,1,0,0,0,0
126,2018-10-26,NY-NJ-PA,M,234.88999399999997,242.60144550993382,245.9018067086629,247.98381530264066,1.0,2.5,2.0,1.0,0.0,8.0,10.25,6.111111111111111,-2.0,-2.5,-3.25,-2.2222222222222223,1,0,0,0,0
13,2018-10-03,PA-NJ-DE-MD,F,258.354746,236.26623785714287,236.26623785714287,236.26623785714287,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1.0,-1.3333333333333333,-1.3333333333333333,-1.3333333333333333,1,0,0,0,0
147,2018-11-12,NC-SC,M,266.3503064,266.3503064,266.3503064,257.6517132793651,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.5,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
149,2018-10-17,TX,M,264.4198,268.748449375,268.748449375,268.748449375,0.0,0.0,0.0,0.0,6.0,3.5,3.5,3.5,0.0,-0.5,-0.5,-0.5,1,0,0,0,0
15,2018-10-21,WV,M,236.5069746,274.8355731333333,265.964287274074,261.30608415601597,0.0,0.0,0.3333333333333333,1.2,1.0,0.5,3.6666666666666665,5.0,-2.0,-1.0,-2.0,-2.2,1,0,0,0,0
200018,2018-10-07,PA-NJ-DE-MD,M,298.63138375000005,275.01886708333336,275.01886708333336,275.01886708333336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.5,1,0,0,0,0
30,2018-10-15,CA,M,259.95336589285705,259.95336589285705,302.58617606573495,260.715151327147,0.0,0.0,0.0,0.5,3.0,3.0,2.3333333333333335,3.5,-2.0,-2.0,-1.0,-0.5,1,0,0,0,0
300001,2018-10-10,CO,F,231.20090307692314,242.01301393429492,161.34200928952995,205.32084915467036,0.0,0.0,0.0,0.8,6.0,5.0,3.3333333333333335,4.6,-1.0,-0.5,-0.3333333333333333,-1.4,1,0,0,0,0
300004,2018-10-28,CA,F,279.33016,279.33016,279.33016,263.4009170338983,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,-0.5,1,0,0,0,0
300011,2018-11-17,NY-NJ-PA,F,245.79049608695658,268.5227251666747,265.64095825000607,257.40396524448437,0.0,0.3333333333333333,0.5,0.7272727272727273,16.0,10.0,8.75,8.454545454545455,-2.0,-2.0,-1.75,-1.8181818181818181,1,0,0,0,0
300014,2018-10-30,CA,M,252.29175134146342,250.85471284054307,250.85471284054307,253.243991260784,1.0,0.5,0.5,0.6666666666666666,1.0,2.0,2.0,5.666666666666667,0.0,-0.5,-0.5,-0.6666666666666666,1,0,0,0,0
300015,2018-11-22,TX,M,226.48771000000002,253.76600449999998,244.76818366911763,235.3981933766798,0.0,1.0,0.75,0.42857142857142855,1.0,1.6666666666666667,1.5,2.7142857142857144,0.0,0.0,0.0,-0.2857142857142857,1,0,0,0,0
300021,2018-10-31,NC,F,256.48063437499997,253.9156557158687,250.59688581940918,247.6919482472438,0.0,1.0,0.6666666666666666,0.2222222222222222,2.0,11.5,11.333333333333334,6.777777777777778,0.0,-2.0,-1.6666666666666667,-1.1111111111111112,1,0,0,0,0
4,2018-11-27,MD,M,236.52146935483873,240.20041839693158,240.20041839693158,247.60061499606772,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.0,-1.0,-1.0,-1.0,-0.8,1,0,0,0,0
45,2018-11-22,GA,F,277.68024678571425,260.76693956932775,249.89547739361558,249.89547739361558,0.0,0.0,2.0,2.0,1.0,1.0,1.75,1.75,0.0,-0.5,-1.0,-1.0,1,0,0,0,0
5,2018-10-11,AZ,M,198.8215253846154,198.8215253846154,217.9101276923077,145.27341846153845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,-0.3333333333333333,1,0,0,0,0
76,2018-10-08,CA,M,253.39927375,253.39927375,253.39927375,253.39927375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
92,2018-10-05,MA-NH,F,240.62786035087714,264.6198844174539,258.6329338961781,258.6329338961781,0.0,0.0,0.0,0.0,9.0,3.6666666666666665,4.2,4.2,-2.0,-1.3333333333333333,-1.0,-1.0,1,0,0,0,0
