userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
"",2018-11-04,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,48.0,57.142857142857146,53.42857142857143,1,0,0,0,0
100007,2018-10-02,AR,F,234.76409446428576,234.76409446428576,234.76409446428576,234.76409446428576,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,1,0,0,0,0
100018,2018-11-27,TX,M,253.73540550561796,256.64103191947567,253.7569087399679,250.71813888597035,0.0,1.0,0.6666666666666666,0.8,4.0,5.0,3.3333333333333335,2.0,-3.0,-2.0,-1.3333333333333333,-1.0,1,0,0,0,0
128,2018-11-29,AK,M,249.0181831914894,249.0181831914894,246.4901846208861,248.91476243385569,0.0,0.0,1.0,1.0,0.0,0.0,8.333333333333334,6.8,0.0,0.0,-1.6666666666666667,-1.2,1,0,0,0,0
146,2018-11-13,SC-NC,M,229.62062151515153,229.62062151515153,229.62062151515153,250.7910851303735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3333333333333333,1,0,0,0,0
200004,2018-10-08,NC,M,250.57745606060604,300.8644473636364,286.8706693136363,286.8706693136363,2.0,1.5,1.0,1.0,1.0,0.5,0.4,0.4,-2.0,-1.5,-0.6,-0.6,1,0,0,0,0
200006,2018-10-15,CA,F,237.84734777777783,237.84734777777783,259.7254000521888,248.76707907434056,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.75,-0.6666666666666666,1,0,0,0,0
200006,2018-11-05,CA,F,233.09211849999997,241.1023578397436,264.20577522649575,256.6896634465812,0.0,0.0,0.0,0.0,3.0,1.5,1.0,0.3333333333333333,-1.0,-1.5,-1.0,-0.8333333333333334,1,0,0,0,0
300011,2018-11-14,NY-NJ-PA,F,256.9956575,256.9956575,257.4664608580774,250.12478511661803,1.0,1.0,1.0,0.8181818181818182,5.0,5.0,9.75,6.818181818181818,-1.0,-1.0,-2.5,-1.5454545454545454,0,0,0,0,0
300021,2018-10-05,NC,F,248.41684688073389,247.14197385807347,245.6410423632521,245.6410423632521,2.0,0.6666666666666666,0.5,0.5,10.0,5.0,5.5,5.5,-2.0,-2.0,-1.75,-1.75,1,0,0,0,0
36,2018-11-01,MN-WI,F,298.23301583333335,149.11650791666668,181.8208292777778,182.47163195833332,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,-1.0,-0.5,-1.0,-0.75,1,0,0,0,0
37,2018-10-15,TX,M,239.70100428571428,239.70100428571428,239.70100428571428,234.01906071428573,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,-0.5,1,0,0,0,0
37,2018-11-07,TX,M,232.77669,232.77669,232.77669,239.03288951456315,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0
39,2018-10-03,CA,F,221.51672681818184,240.24091431525503,240.24091431525503,240.24091431525503,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,-1.0,-2.6666666666666665,-2.6666666666666665,-2.6666666666666665,1,0,0,0,0
41,2018-11-02,NH,F,253.92019800000003,267.820513702381,267.820513702381,271.4536634449405,1.0,0.5,0.5,1.25,0.0,2.0,2.0,2.75,0.0,0.0,0.0,-0.5,1,0,0,0,0
44,2018-10-30,CT,F,247.4387891752577,247.4387891752577,247.4387891752577,247.4387891752577,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0,-3.0,-3.0,-3.0,-3.0,1,0,0,0,0
56,2018-11-07,LA,M,245.69625076923072,245.69625076923072,248.24022525961533,243.25338719329974,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.75,0.0,0.0,-1.0,-0.5,1,0,0,0,0
60,2018-10-18,AZ,M,255.25350196428576,255.25350196428576,255.25350196428576,272.2346553821429,0.0,0.0,0.0,0.0,9.0,9.0,9.0,5.5,-2.0,-2.0,-2.0,-1.0,1,0,0,0,0
60,2018-11-26,AZ,M,298.1873,277.70077000000003,251.93142364035288,250.1890942410368,0.0,0.0,0.4,1.2,1.0,0.5,2.8,2.7,0.0,0.0,-0.2,-0.5,1,0,0,0,0
66,2018-10-31,CA,F,266.1524722222222,263.71697082407405,251.95827175026633,252.01113194811643,0.0,0.3333333333333333,0.8333333333333334,0.625,1.0,1.6666666666666667,2.5,2.25,-1.0,-1.0,-1.0,-0.875,1,0,0,0,0
97,2018-10-06,CA,F,269.83573583333333,269.83573583333333,269.83573583333333,269.83573583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
