userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
100004,2018-10-25,NY,F,249.62044466666663,249.4775173333333,249.4775173333333,249.27238016002684,0.0,0.0,0.0,0.6666666666666666,0.0,-0.5,-0.5,1.6666666666666667,-1.0,-0.5,-0.5,-1.1666666666666667,1,0,0,0,0
100018,2018-10-05,TX,M,241.19102111111113,241.19102111111113,241.19102111111113,241.19102111111113,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,1,0
100018,2018-11-03,TX,M,249.06857315789478,237.37241839213416,251.2073437198766,251.2011438467322,1.0,0.5,0.25,0.2857142857142857,6.0,4.5,2.75,2.2857142857142856,-2.0,-1.0,-0.5,-0.2857142857142857,1,0,0,0,0
124,2018-11-30,NJ,F,0.0,169.384632961368,187.9928441175777,216.94580274103853,0.0,0.6666666666666666,0.75,0.5714285714285714,0.0,3.3333333333333335,3.0,2.0,0.0,-0.6666666666666666,-0.75,-1.0,1,0,0,0,0
132,2018-10-16,CO,F,245.82766014018682,245.82766014018682,258.5968301133956,258.5968301133956,2.0,2.0,1.0,1.0,6.0,6.0,3.6666666666666665,3.6666666666666665,-4.0,-4.0,-1.6666666666666667,-1.6666666666666667,1,0,0,0,0
138,2018-10-05,NY-NJ-PA,M,245.67371500000004,245.67371500000004,245.67371500000004,245.67371500000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
200017,2018-10-18,NY-NJ-PA,M,250.8963378571429,238.66807892857145,272.379632012987,256.3283362334332,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,-1.0,-1.0,-1.0,-1.2,1,0,0,0,0
200023,2018-11-21,NY-NJ-PA,F,254.9775786666666,167.8662177460317,215.83165772417405,228.14310081309713,0.0,0.0,0.0,0.0,5.0,2.6666666666666665,2.0,1.9,-4.0,-1.3333333333333333,-1.0,-1.7,1,0,0,0,0
25,2018-10-01,FL,F,237.8497946987951,237.8497946987951,237.8497946987951,237.8497946987951,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1,0,0,0,0
29,2018-11-08,CA,M,267.172118,256.8488484155844,246.60554098809524,248.24691849132017,0.0,0.0,0.0,1.2222222222222223,0.0,1.0,1.75,5.222222222222222,-2.0,-2.0,-1.25,-2.3333333333333335,1,0,0,0,0
30,2018-11-06,CA,M,0.0,162.73237343803717,216.31801911497092,225.9664190709033,0.0,0.0,0.0,0.0,0.0,1.0,1.5714285714285714,1.3333333333333333,0.0,-0.6666666666666666,-1.0,-0.8888888888888888,1,0,0,0,0
300002,2018-10-15,CA,F,223.85824727272728,223.85824727272728,223.85824727272728,253.07615749801704,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.6,0.0,0.0,0.0,-0.4,1,0,0,0,0
300021,2018-11-01,NC,F,248.70366899328866,252.17832680834204,250.12358161287904,246.6057858260188,1.0,1.0,0.75,0.3333333333333333,14.0,12.333333333333334,12.0,7.666666666666667,0.0,-1.3333333333333333,-1.25,-1.0,1,0,0,0,0
37,2018-11-19,TX,M,218.5921975,218.5921975,155.36227201219515,191.8993269486964,0.0,0.0,0.0,0.4,0.0,0.0,3.6666666666666665,2.4,0.0,0.0,-1.0,-0.6,1,0,0,0,0
53,2018-11-12,MS,M,246.56547259259264,244.61027489133767,248.97651603725075,252.02511995512145,1.0,1.0,1.5,1.4285714285714286,0.0,2.5,3.25,2.4285714285714284,-1.0,-2.0,-2.0,-1.5714285714285714,1,0,0,0,0
85,2018-11-03,CA,M,227.68455333333335,243.99963626205752,257.4786287857625,251.11959904377673,1.0,1.6666666666666667,1.6666666666666667,1.0909090909090908,6.0,12.666666666666666,8.833333333333334,5.818181818181818,-1.0,-3.0,-1.8333333333333333,-1.4545454545454546,1,0,0,0,0
