userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
100013,2018-10-25,OH,F,243.22016912280694,243.22016912280694,243.22016912280694,239.72108928929458,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1,0,0,0,0
114,2018-11-07,NV,M,325.46151363636363,300.309816532634,288.2128202744755,273.3460449833797,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,1.1666666666666667,0.0,0.0,0.0,-0.6666666666666666,1,0,0,0,0
120,2018-10-16,OK,F,254.0651791176467,249.8382264602318,248.6399174063917,252.45864898393688,5.0,2.5,1.75,2.0,15.0,10.5,8.0,7.4,-5.0,-3.0,-2.0,-2.0,1,0,0,0,0
154,2018-11-27,NY-NJ-PA,F,280.88428904761906,280.88428904761906,280.88428904761906,280.88428904761906,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0
200011,2018-10-02,MO-IL,M,232.31954625,232.31954625,232.31954625,232.31954625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
200021,2018-10-12,MI,F,237.2739147826086,237.2739147826086,231.8497911413043,238.72222022342996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-2.0,-2.0,-2.0,-2.0,1,0,0,0,0
200024,2018-10-16,KY,M,286.1678404,286.1678404,254.75769116215963,246.0209194297277,0.0,0.0,0.0,0.0,-2.0,-2.0,-0.5,-0.4,0.0,0.0,0.0,0.0,1,0,0,0,0
200025,2018-10-18,CA,M,275.05587214285714,255.18452557142857,201.27590856493507,201.27590856493507,0.0,0.0,0.8,0.8,0.0,-0.5,1.6,1.6,0.0,-0.5,-1.2,-1.2,1,0,0,0,0
24,2018-11-30,AL,M,266.43313232142856,266.43313232142856,174.6189159758297,207.15984361291487,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,-2.0,-2.0,-1.0,-0.6666666666666666,1,0,0,0,0
25,2018-11-28,FL,F,227.85986111111112,231.04286238095236,231.04286238095236,238.1238254432023,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.8,0.0,-0.5,-0.5,-1.8,1,0,0,0,0
300001,2018-11-04,CO,F,243.340609,243.340609,237.4716851060606,242.42702179551324,0.0,0.0,0.0,0.0,2.0,2.0,1.5,6.333333333333333,0.0,0.0,0.0,-1.0,1,0,0,0,0
300011,2018-10-29,NY-NJ-PA,F,250.60442712765965,250.1825953093919,239.4868011493462,247.88915124341034,0.0,0.5,0.6666666666666666,0.5,7.0,13.0,10.666666666666666,7.833333333333333,-1.0,-0.5,-0.8333333333333334,-0.6666666666666666,1,0,0,0,0
300021,2018-10-14,NC,F,249.49101558011057,246.9212053857284,242.30479004611053,243.0146298813808,2.0,2.0,1.0,0.7272727272727273,19.0,19.333333333333332,12.333333333333334,9.0,-2.0,-1.0,-1.0,-1.2727272727272727,0,0,0,0,0
35,2018-11-27,DC-VA-MD-WV,F,155.11465,206.757425,228.69536219444444,230.7854065451389,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,-0.2,-0.125,1,0,0,0,0
61,2018-10-02,CA,M,267.5814881060607,267.5814881060607,267.5814881060607,267.5814881060607,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,-2.0,-2.0,-2.0,-2.0,1,0,0,0,0
7,2018-11-23,WA,M,212.779955,212.779955,241.48809083333333,241.48809083333333,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,-1.0,-1.0,1,0,0,0,0
87,2018-10-16,IL-MO,M,241.48723450549437,249.15125526323496,251.75575732116,251.1048122960573,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.9090909090909092,-4.0,-2.3333333333333335,-1.6666666666666667,-1.1818181818181819,1,0,0,0,0
