userId,date,region,gender,mean_list_time_in_24_hours,mean_list_time_in_3_days,mean_list_time_in_7_days,mean_list_time_in_14_days,acc_canc_downg_in_24_hours,acc_canc_downg_in_3_days,acc_canc_downg_in_7_days,acc_canc_downg_in_14_days,thumbs_up_down_in_24_hours,thumbs_up_down_in_3_days,thumbs_up_down_in_7_days,thumbs_up_down_in_14_days,login_logout_in_24_hours,login_logout_in_3_days,login_logout_in_7_days,login_logout_in_14_days,churned_today,will_churn_in_1day,will_churn_in_3days,will_churn_in_7days,will_churn_in_14days
"",2018-11-26,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,44.333333333333336,52.142857142857146,49.857142857142854,1,0,0,0,0
11,2018-10-30,RI-MA,F,262.1714780769231,245.06705831876457,244.656157310502,244.656157310502,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.5,0.5,0.0,-1.6666666666666667,-1.25,-1.25,1,0,0,0,0
132,2018-11-16,CO,F,240.65696166666666,248.6570775515712,246.4422322362604,252.02885103216528,0.0,0.6666666666666666,1.4,1.0,0.0,3.6666666666666665,3.8,2.8,0.0,-1.0,-1.4,-1.2,1,0,0,0,0
200005,2018-11-27,SC,M,240.89902866666665,240.89902866666665,240.89902866666665,229.59634361904762,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0
200006,2018-10-05,CA,F,204.79955,204.79955,230.0835416902072,230.0835416902072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0,0,0,0
200009,2018-10-26,IL,M,248.18116824324326,245.60226095835628,245.60226095835628,243.08065104706748,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.6666666666666666,-1.0,-2.0,-2.0,-2.0,1,0,0,0,0
200025,2018-10-15,CA,M,0.0,129.38081959090908,165.3368305606061,165.3368305606061,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,3.0,3.0,3.0,0.0,-1.5,-1.6666666666666667,-1.6666666666666667,1,0,0,0,0
3,2018-10-24,MT,M,224.87967256410252,224.87967256410252,224.87967256410252,224.87967256410252,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
300011,2018-11-02,NY-NJ-PA,F,246.59518968421054,240.94848858672003,247.75549796108393,248.33890376864198,1.0,1.0,1.0,0.8461538461538461,3.0,8.0,12.0,9.923076923076923,-2.0,-1.3333333333333333,-1.1666666666666667,-1.0,1,0,0,0,0
300019,2018-10-06,CA,M,212.52718235294117,212.52718235294117,212.52718235294117,212.52718235294117,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,0
35,2018-11-12,DC-VA-MD-WV,F,252.90037880000008,252.90037880000008,247.68888674654863,219.1195730495592,0.0,0.0,0.3333333333333333,0.8571428571428571,2.0,2.0,2.3333333333333335,2.2857142857142856,-1.0,-1.0,-1.0,-1.1428571428571428,1,0,0,0,0
54,2018-11-03,WA,F,254.70016537634427,256.6720567463631,255.71646586837105,254.46928101839757,2.0,1.3333333333333333,1.4,0.7,4.0,4.0,5.2,3.8,-2.0,-1.6666666666666667,-2.0,-1.1,1,0,0,0,0
54,2018-11-12,WA,F,223.05155451612904,240.4664376327395,249.94553519511746,228.70564491146118,1.0,1.0,2.3333333333333335,1.9090909090909092,1.0,2.6666666666666665,4.833333333333333,4.818181818181818,0.0,-0.3333333333333333,-0.8333333333333334,-1.1818181818181819,0,0,0,0,0
60,2018-11-13,AZ,M,251.77116388429755,244.366370822971,244.366370822971,246.65411173634737,2.0,1.6666666666666667,1.6666666666666667,1.6,3.0,3.6666666666666665,3.6666666666666665,6.0,-1.0,-1.0,-1.0,-1.6,1,0,0,0,0
77,2018-10-24,FL,F,255.7071762130178,255.40838912923616,257.102483987392,251.6539242683218,2.0,1.0,0.6666666666666666,0.75,16.0,8.5,6.0,5.25,-4.0,-2.0,-2.0,-1.75,1,0,0,0,0
77,2018-11-27,FL,F,250.68917937499995,250.68917937499995,250.68917937499995,250.68917937499995,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,-2.0,-2.0,-2.0,-2.0,1,0,0,0,0
85,2018-11-23,CA,M,252.56299333333325,250.6243943721834,258.5265095987111,257.6394712700647,1.0,1.6666666666666667,1.6,1.2857142857142858,-1.0,5.333333333333333,5.4,4.428571428571429,-1.0,-2.0,-1.2,-1.2857142857142858,1,0,0,0,0
